location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName
07002191.wav,"Outdoor clock striking, 8 o'clock",24,,EC105N,Outdoor Clock,8,3.0,clock
07002193.wav,"Outdoor clock striking, 10 o'clock",26,,EC105N,Outdoor Clock,10,3.0,clock
07002194.wav,"Outdoor clock striking, 11 o'clock",28,,EC105N,Outdoor Clock,11,3.0,clock
07002195.wav,"Outdoor clock striking, 12 o'clock",31,,EC105N,Outdoor Clock,12,3.0,clock
07002196.wav,"Outdoor clock striking, 1 o'clock St. Mary's Church",16,,EC105P,Outdoor Clock,1,3.0,clock
07002170.wav,Great Tom clock striking 9 o'clock,68,,EC105H,St. Paul’S Cathedral Clock (Great Tom),1,3.0,clock
07022038.wav,Domestic clock striking eleven o'clock. (Domestic clock with bell & heavy machanism.),34,,EC48D,Domestic Clock (Bell: Heavy Mechanism),2,3.0,clock
07002169.wav,Great Tom clock striking 8 o'clock,66,,EC105G,St. Paul’S Cathedral Clock (Great Tom),11,3.0,clock
07002168.wav,Great Tom clock striking 7 o'clock,60,,EC105G,St. Paul’S Cathedral Clock (Great Tom),10,3.0,clock
07022055.wav,Domestic clock striking four o'clock. (Domestic clock with bell.),16,,EC48E,Domestic Clock (Bell),7,3.0,clock
07022051.wav,Domestic clock striking twelve o'clock. (Domestic clock with bell.),25,,EC48E,Domestic Clock (Bell),3,3.0,clock
07002137.wav,"Sound of Big Ben chiming and striking 12 o'clock, recorded prior to repair in 1956. (Inside clock tower)",87,,EC105B,Time Signals & Clocks,7,3.0,clock
07002159.wav,Great Tom clock striking quarter-hour,25,,EC105G,St. Paul’S Cathedral Clock (Great Tom),1,3.0,clock
07002160.wav,Great Tom clock striking half-hour,27,,EC105G,St. Paul’S Cathedral Clock (Great Tom),2,3.0,clock
07002161.wav,Great Tom clock striking three-quarters,30,,EC105G,St. Paul’S Cathedral Clock (Great Tom),3,3.0,clock
07022050.wav,Domestic clock striking eleven o'clock. (Domestic clock with bell.),25,,EC48E,Domestic Clock (Bell),2,3.0,clock
07002162.wav,Great Tom clock striking 1 o'clock,42,,EC105G,St. Paul’S Cathedral Clock (Great Tom),4,3.0,clock
07022049.wav,Domestic clock striking ten o'clock. (Domestic clock with bell.),25,,EC48E,Domestic Clock (Bell),1,3.0,clock
07002163.wav,Great Tom clock striking 2 o'clock,44,,EC105G,St. Paul’S Cathedral Clock (Great Tom),5,3.0,clock
07022048.wav,Domestic clock striking nine o'clock. (Domestic clock with bell & heavy machanism.),31,,EC48D,Domestic Clock (Bell: Heavy Mechanism),12,3.0,clock
07002197.wav,"Outdoor clock striking, 2 o'clock St. Mary's Church",21,,EC105P,Outdoor Clock,2,3.0,clock
07022047.wav,Domestic clock striking eight o'clock. (Domestic clock with bell & heavy machanism.),28,,EC48D,Domestic Clock (Bell: Heavy Mechanism),11,3.0,clock
07002164.wav,Great Tom clock striking 3 o'clock,47,,EC105G,St. Paul’S Cathedral Clock (Great Tom),6,3.0,clock
07022045.wav,Domestic clock striking six o'clock. (Domestic clock with bell & heavy machanism.),23,,EC48D,Domestic Clock (Bell: Heavy Mechanism),9,3.0,clock
07022044.wav,Domestic clock striking five o'clock. (Domestic clock with bell & heavy machanism.),20,,EC48D,Domestic Clock (Bell: Heavy Mechanism),8,3.0,clock
07002165.wav,Great Tom clock striking 4 o'clock,51,,EC105G,St. Paul’S Cathedral Clock (Great Tom),7,3.0,clock
07022043.wav,Domestic clock striking four o'clock. (Domestic clock with bell & heavy machanism.),18,,EC48D,Domestic Clock (Bell: Heavy Mechanism),7,3.0,clock
07022042.wav,Domestic clock striking three o'clock. (Domestic clock with bell & heavy machanism.),14,,EC48D,Domestic Clock (Bell: Heavy Mechanism),6,3.0,clock
07022041.wav,Domestic clock striking two o'clock. (Domestic clock with bell & heavy machanism.),13,,EC48D,Domestic Clock (Bell: Heavy Mechanism),5,3.0,clock
07002166.wav,Great Tom clock striking 5 o'clock,53,,EC105G,St. Paul’S Cathedral Clock (Great Tom),8,3.0,clock
07022040.wav,Domestic clock striking one o'clock. (Domestic clock with bell & heavy machanism.),10,,EC48D,Domestic Clock (Bell: Heavy Mechanism),4,3.0,clock
07022039.wav,Domestic clock striking twelve o'clock. (Domestic clock with bell & heavy machanism.),37,,EC48D,Domestic Clock (Bell: Heavy Mechanism),3,3.0,clock
07002167.wav,Great Tom clock striking 6 o'clock,57,,EC105G,St. Paul’S Cathedral Clock (Great Tom),9,3.0,clock
07022046.wav,Domestic clock striking seven o'clock. (Domestic clock with bell & heavy machanism.),24,,EC48D,Domestic Clock (Bell: Heavy Mechanism),10,3.0,clock
07002198.wav,"Outdoor clock striking, 3 o'clock St. Mary's Church",21,,EC105P,Outdoor Clock,3,3.0,clock
07002192.wav,"Outdoor clock striking, 9 o'clock",26,,EC105N,Outdoor Clock,9,3.0,clock
07016116.wav,Jesus College clock striking twelve o'clock.,33,,EC36M,"Jesus College Clock, Oxford",3,3.0,clock
07022052.wav,Domestic clock striking one o'clock. (Domestic clock with bell.),13,,EC48E,Domestic Clock (Bell),4,3.0,clock
07016101.wav,"University College, Oxford clock striking nine o'clock.",33,,EC36K,"University College Clock, Oxford",12,3.0,clock
07016117.wav,Jesus College clock striking one o'clock.,10,,EC36M,"Jesus College Clock, Oxford",4,3.0,clock
07022053.wav,Domestic clock striking two o'clock. (Domestic clock with bell.),13,,EC48E,Domestic Clock (Bell),5,3.0,clock
07022054.wav,Domestic clock striking three o'clock. (Domestic clock with bell.),14,,EC48E,Domestic Clock (Bell),6,3.0,clock
07016100.wav,"University College, Oxford clock striking eight o'clock.",29,,EC36K,"University College Clock, Oxford",11,3.0,clock
07016099.wav,"University College, Oxford clock striking seven o'clock.",24,,EC36K,"University College Clock, Oxford",10,3.0,clock
07016098.wav,"University College, Oxford clock striking six o'clock.",22,,EC36K,"University College Clock, Oxford",9,3.0,clock
07016097.wav,"University College, Oxford clock striking five o'clock.",21,,EC36K,"University College Clock, Oxford",8,3.0,clock
07016096.wav,"University College, Oxford clock striking four o'clock.",17,,EC36K,"University College Clock, Oxford",7,3.0,clock
07016095.wav,"University College, Oxford clock striking three o'clock.",14,,EC36K,"University College Clock, Oxford",6,3.0,clock
07016094.wav,"University College, Oxford clock striking two o'clock.",10,,EC36K,"University College Clock, Oxford",5,3.0,clock
07016093.wav,"University College, Oxford clock striking one o'clock.",11,,EC36K,"University College Clock, Oxford",4,3.0,clock
07016092.wav,"University College, Oxford clock striking twelve o'clock.",42,,EC36K,"University College Clock, Oxford",3,3.0,clock
07016091.wav,"University College, Oxford clock striking eleven o'clock.",39,,EC36K,"University College Clock, Oxford",2,3.0,clock
07016090.wav,"University College, Oxford clock striking ten o'clock.",36,,EC36K,"University College Clock, Oxford",1,3.0,clock
07016089.wav,Oriel College clock striking nine o'clock.,23,,EC36J,"Oriel College Clock, Oxford",12,3.0,clock
07016088.wav,Oriel College clock striking eight o'clock.,21,,EC36J,"Oriel College Clock, Oxford",11,3.0,clock
07016087.wav,Oriel College clock striking seven o'clock.,19,,EC36J,"Oriel College Clock, Oxford",10,3.0,clock
07016086.wav,Oriel College clock striking six o'clock.,18,,EC36J,"Oriel College Clock, Oxford",9,3.0,clock
07016085.wav,Oriel College clock striking five o'clock.,16,,EC36J,"Oriel College Clock, Oxford",8,3.0,clock
07016084.wav,Oriel College clock striking four o'clock.,14,,EC36J,"Oriel College Clock, Oxford",7,3.0,clock
07016083.wav,Oriel College clock striking three o'clock.,14,,EC36J,"Oriel College Clock, Oxford",6,3.0,clock
07016102.wav,Worcester College clock striking ten o'clock.,31,,EC36L,"Worcester College Clock, Oxford",1,3.0,clock
07002209.wav,"Outdoor clock striking, half-hour - SS. Peter & Paul ",28,,EC105Q,Outdoor Clock,2,3.0,clock
07016082.wav,Oriel College clock striking two o'clock.,12,,EC36J,"Oriel College Clock, Oxford",5,3.0,clock
07002207.wav,"Outdoor clock striking, 12 o'clock St. Mary's Church",47,,EC105P,Outdoor Clock,12,3.0,clock
07002199.wav,"Outdoor clock striking, 4 o'clock St. Mary's Church",25,,EC105P,Outdoor Clock,4,3.0,clock
07016115.wav,Jesus College clock striking eleven o'clock.,30,,EC36M,"Jesus College Clock, Oxford",2,3.0,clock
07002200.wav,"Outdoor clock striking, 5 o'clock St. Mary's Church",26,,EC105P,Outdoor Clock,5,3.0,clock
07002201.wav,"Outdoor clock striking, 6 o'clock St. Mary's Church",28,,EC105P,Outdoor Clock,6,3.0,clock
07016114.wav,Jesus College clock striking ten o'clock.,28,,EC36M,"Jesus College Clock, Oxford",1,3.0,clock
07016113.wav,Worcester College clock striking nine o'clock.,29,,EC36L,"Worcester College Clock, Oxford",12,3.0,clock
07016112.wav,Worcester College clock striking eight o'clock.,26,,EC36L,"Worcester College Clock, Oxford",11,3.0,clock
07002208.wav,"Outdoor clock striking, quarter-hour - SS. Peter & Paul ",27,,EC105Q,Outdoor Clock,1,3.0,clock
07002202.wav,"Outdoor clock striking, 7 o'clock St. Mary's Church",32,,EC105P,Outdoor Clock,7,3.0,clock
07016110.wav,Worcester College clock striking six o'clock.,22,,EC36L,"Worcester College Clock, Oxford",9,3.0,clock
07016109.wav,Worcester College clock striking five o'clock.,19,,EC36L,"Worcester College Clock, Oxford",8,3.0,clock
07002203.wav,"Outdoor clock striking, 8 o'clock St. Mary's Church",36,,EC105P,Outdoor Clock,8,3.0,clock
07002204.wav,"Outdoor clock striking, 9 o'clock St. Mary's Church",38,,EC105P,Outdoor Clock,9,3.0,clock
07016111.wav,Worcester College clock striking seven o'clock.,24,,EC36L,"Worcester College Clock, Oxford",10,3.0,clock
07002205.wav,"Outdoor clock striking, 10 o'clock St. Mary's Church",41,,EC105P,Outdoor Clock,10,3.0,clock
07016107.wav,Worcester College clock striking three o'clock.,15,,EC36L,"Worcester College Clock, Oxford",6,3.0,clock
07016106.wav,Worcester College clock striking two o'clock.,12,,EC36L,"Worcester College Clock, Oxford",5,3.0,clock
07016105.wav,Worcester College clock striking one o'clock.,10,,EC36L,"Worcester College Clock, Oxford",4,3.0,clock
07016104.wav,Worcester College clock striking twelve o'clock.,35,,EC36L,"Worcester College Clock, Oxford",3,3.0,clock
07016103.wav,Worcester College clock striking eleven o'clock.,33,,EC36L,"Worcester College Clock, Oxford",2,3.0,clock
07002206.wav,"Outdoor clock striking, 11 o'clock St. Mary's Church",43,,EC105P,Outdoor Clock,11,3.0,clock
07016108.wav,Worcester College clock striking four o'clock.,17,,EC36L,"Worcester College Clock, Oxford",7,3.0,clock
07072031.wav,1 man walking (tired with start and stop).,40,Caves: Caving,ECD132,Caving & Potholing,31,5.0,footstep
07037138.wav,"Footsteps Down Wooden Stairs, two men, slow, departing.",21,,EC99M,Slow Footsteps Down Wooden Stairs,6,5.0,footstep
07072033.wav,1 man climbing with start and stop.,13,Caves: Caving,ECD132,Caving & Potholing,33,5.0,footstep
07037148.wav,"Footsteps Down Wooden Stairs, man & woman, slow, with start and stop.",20,,EC99N,Slow Footsteps Down Wooden Stairs,4,5.0,footstep
07037147.wav,"Footsteps Down Wooden Stairs, two women, slow, departing.",20,,EC99N,Slow Footsteps Down Wooden Stairs,3,5.0,footstep
07037139.wav,"Footsteps Down Wooden Stairs, three men, slow, with start & stop.",21,,EC99M,Slow Footsteps Down Wooden Stairs,7,5.0,footstep
07037146.wav,"Footsteps Down Wooden Stairs, two women, slow, with approach & stop.",19,,EC99N,Slow Footsteps Down Wooden Stairs,2,5.0,footstep
07037144.wav,"Footsteps Down Wooden Stairs, woman, slow, departing.",20,,EC99M,Slow Footsteps Down Wooden Stairs,12,5.0,footstep
07037140.wav,"Footsteps Down Wooden Stairs, three men, slow, with approach & stop.",21,,EC99M,Slow Footsteps Down Wooden Stairs,8,5.0,footstep
07037142.wav,"Footsteps Down Wooden Stairs, woman, slow, with start & stop.",19,,EC99M,Slow Footsteps Down Wooden Stairs,10,5.0,footstep
07037143.wav,"Footsteps Down Wooden Stairs, woman, slow, with approach & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,11,5.0,footstep
07072032.wav,Woman climbing with start and stop.,28,Caves: Caving,ECD132,Caving & Potholing,32,5.0,footstep
07072030.wav,2 men walking (tired with start and stop).,39,Caves: Caving,ECD132,Caving & Potholing,30,5.0,footstep
07037145.wav,"Footsteps Down Wooden Stairs, two women, slow, with start & stop.",21,,EC99N,Slow Footsteps Down Wooden Stairs,1,5.0,footstep
07037141.wav,"Footsteps Down Wooden Stairs, three men, slow, departing.",21,,EC99M,Slow Footsteps Down Wooden Stairs,9,5.0,footstep
07037049.wav,"Footsteps on Country Road, man walking, with start & stop.",67,,EC99E,Footsteps On Country Road: Walking,1,5.0,footstep
07037136.wav,"Footsteps Down Wooden Stairs, two men, slow, with start & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,4,5.0,footstep
07037114.wav,"Footsteps Up Wooden Stairs, man & woman, slow, departing.",23,,EC99K,Slow Footsteps Up Wooden Stairs,6,5.0,footstep
07037115.wav,"Footsteps Up Wooden Stairs, two men & one woman, slow, with start & stop.",28,,EC99K,Slow Footsteps Up Wooden Stairs,7,5.0,footstep
07037116.wav,"Footsteps Up Wooden Stairs, two men & one woman, slow, with approach & stop.",25,,EC99K,Slow Footsteps Up Wooden Stairs,8,5.0,footstep
07037117.wav,"Footsteps Up Wooden Stairs, two men & one woman, slow, departing.",25,,EC99K,Slow Footsteps Up Wooden Stairs,9,5.0,footstep
07037118.wav,"Footsteps Up Wooden Stairs, two men & two women, slow, with start & stop.",27,,EC99K,Slow Footsteps Up Wooden Stairs,10,5.0,footstep
07037119.wav,"Footsteps Up Wooden Stairs, two men & two women, slow, with approach & stop.",33,,EC99K,Slow Footsteps Up Wooden Stairs,11,5.0,footstep
07037120.wav,"Footsteps Up Wooden Stairs, two men & two women, slow, departing.",26,,EC99K,Slow Footsteps Up Wooden Stairs,12,5.0,footstep
07037121.wav,"Footsteps Up Wooden Stairs, man, fast, with start & stop.",17,,EC99L,Fast Footsteps Up Wooden Stairs,1,5.0,footstep
07037122.wav,"Footsteps Up Wooden Stairs, man, fast, with approach & stop.",16,,EC99L,Fast Footsteps Up Wooden Stairs,2,5.0,footstep
07037123.wav,"Footsteps Up Wooden Stairs, man, fast, departing.",15,,EC99L,Fast Footsteps Up Wooden Stairs,3,5.0,footstep
07037137.wav,"Footsteps Down Wooden Stairs, two men, slow, with approach & stop.",22,,EC99M,Slow Footsteps Down Wooden Stairs,5,5.0,footstep
07037124.wav,"Footsteps Up Wooden Stairs, two men, fast, with start & stop.",17,,EC99L,Fast Footsteps Up Wooden Stairs,4,5.0,footstep
07037126.wav,"Footsteps Up Wooden Stairs, two men, fast, departing.",17,,EC99L,Fast Footsteps Up Wooden Stairs,6,5.0,footstep
07037127.wav,"Footsteps Up Wooden Stairs, three men, fast, with start & stop.",20,,EC99L,Fast Footsteps Up Wooden Stairs,7,5.0,footstep
07037128.wav,"Footsteps Up Wooden Stairs, three men, fast, with approach & stop.",17,,EC99L,Fast Footsteps Up Wooden Stairs,8,5.0,footstep
07037129.wav,"Footsteps Up Wooden Stairs, three men, fast, departing.",19,,EC99L,Fast Footsteps Up Wooden Stairs,9,5.0,footstep
07037130.wav,"Footsteps Up Wooden Stairs, woman, fast, with start & stop.",19,,EC99L,Fast Footsteps Up Wooden Stairs,10,5.0,footstep
07037131.wav,"Footsteps Up Wooden Stairs, woman, fast, with approach & stop.",19,,EC99L,Fast Footsteps Up Wooden Stairs,11,5.0,footstep
07037132.wav,"Footsteps Up Wooden Stairs, woman, fast, departing.",17,,EC99L,Fast Footsteps Up Wooden Stairs,12,5.0,footstep
07037133.wav,"Footsteps Down Wooden Stairs, man, slow, with start & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,1,5.0,footstep
07037134.wav,"Footsteps Down Wooden Stairs, man, slow, with approach & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,2,5.0,footstep
07037135.wav,"Footsteps Down Wooden Stairs, man, slow, departing.",21,,EC99M,Slow Footsteps Down Wooden Stairs,3,5.0,footstep
07037125.wav,"Footsteps Up Wooden Stairs, two men, fast, with approach & stop.",19,,EC99L,Fast Footsteps Up Wooden Stairs,5,5.0,footstep
07037149.wav,"Footsteps Down Wooden Stairs, man & woman, slow, with approach & stop.",19,,EC99N,Slow Footsteps Down Wooden Stairs,5,5.0,footstep
07037161.wav,"Footsteps Up Metal Stairs, two men, slow, with approach & stop.",32,,EC99P,Slow Footsteps Up Metal Stairs,5,5.0,footstep
07037151.wav,"Footsteps Down Wooden Stairs, two men & one woman, slow, with start and stop.",20,,EC99N,Slow Footsteps Down Wooden Stairs,7,5.0,footstep
07037175.wav,"Footsteps Down Metal Stairs, three men, slow, with start & stop.",29,,EC99Q,Footsteps Down Metal Stairs,7,5.0,footstep
07037176.wav,"Footsteps Down Metal Stairs, three men, slow, with approach & stop.",23,,EC99Q,Footsteps Down Metal Stairs,8,5.0,footstep
07037177.wav,"Footsteps Down Metal Stairs, three men, slow, departing.",24,,EC99Q,Footsteps Down Metal Stairs,9,5.0,footstep
07037178.wav,"Footsteps Down Metal Stairs, woman, slow, with start & stop.",40,,EC99Q,Footsteps Down Metal Stairs,10,5.0,footstep
07037179.wav,"Footsteps Down Metal Stairs, woman, slow, with approach & stop.",26,,EC99Q,Footsteps Down Metal Stairs,11,5.0,footstep
07037180.wav,"Footsteps Down Metal Stairs, woman, slow, departing.",27,,EC99Q,Footsteps Down Metal Stairs,12,5.0,footstep
07037181.wav,"Footsteps Up Metal Stairs, man, fast, with start & stop.",41,,EC99R,Fast Footsteps Down Metal Stairs,1,5.0,footstep
07037182.wav,"Footsteps Up Metal Stairs, man, fast, with approach & stop.",28,,EC99R,Fast Footsteps Down Metal Stairs,2,5.0,footstep
07037183.wav,"Footsteps Up Metal Stairs, man, fast, departing.",27,,EC99R,Fast Footsteps Down Metal Stairs,3,5.0,footstep
07037184.wav,"Footsteps Up Metal Stairs, two men, fast, with start & stop.",41,,EC99R,Fast Footsteps Down Metal Stairs,4,5.0,footstep
07037185.wav,"Footsteps Up Metal Stairs, two men, fast, with approach & stop.",28,,EC99R,Fast Footsteps Down Metal Stairs,5,5.0,footstep
07037186.wav,"Footsteps Up Metal Stairs, two men, fast, departing.",27,,EC99R,Fast Footsteps Down Metal Stairs,6,5.0,footstep
07037187.wav,"Footsteps Down Metal Stairs, man, fast, with start & stop.",39,,EC99R,Fast Footsteps Down Metal Stairs,7,5.0,footstep
07037188.wav,"Footsteps Down Metal Stairs, man, fast, with approach & stop.",24,,EC99R,Fast Footsteps Down Metal Stairs,8,5.0,footstep
07037189.wav,"Footsteps Down Metal Stairs, man, fast, departing.",22,,EC99R,Fast Footsteps Down Metal Stairs,9,5.0,footstep
07037190.wav,"Footsteps Down Metal Stairs, two men, fast, with start & stop.",47,,EC99R,Fast Footsteps Down Metal Stairs,10,5.0,footstep
07037191.wav,"Footsteps Down Metal Stairs, two men, fast, with approach & stop.",32,,EC99R,Fast Footsteps Down Metal Stairs,11,5.0,footstep
07037192.wav,"Footsteps Down Metal Stairs, two men, fast, departing.",24,,EC99R,Fast Footsteps Down Metal Stairs,12,5.0,footstep
07037193.wav,"Footsteps on Wood, man walking, with start & stop. (Dead acoustic.)",66,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),1,5.0,footstep
07037063.wav,"Footsteps on Country Road, two women walking, departing.",17,,EC99F,Footsteps On Country Road: Walking,3,5.0,footstep
07037174.wav,"Footsteps Down Metal Stairs, two men, slow, departing.",26,,EC99Q,Footsteps Down Metal Stairs,6,5.0,footstep
07037173.wav,"Footsteps Down Metal Stairs, two men, slow, with approach & stop.",28,,EC99Q,Footsteps Down Metal Stairs,5,5.0,footstep
07037172.wav,"Footsteps Down Metal Stairs, two men, slow, with start & stop.",40,,EC99Q,Footsteps Down Metal Stairs,4,5.0,footstep
07037152.wav,"Footsteps Down Wooden Stairs, two men & one woman, slow, with approach & stop.",18,,EC99N,Slow Footsteps Down Wooden Stairs,8,5.0,footstep
07037153.wav,"Footsteps Down Wooden Stairs, two men & one woman, slow, departing.",21,,EC99N,Slow Footsteps Down Wooden Stairs,9,5.0,footstep
07037154.wav,"Footsteps Down Wooden Stairs, two men & two women, slow, with start and stop.",19,,EC99N,Slow Footsteps Down Wooden Stairs,10,5.0,footstep
07037155.wav,"Footsteps Down Wooden Stairs, two men & two women, slow, with approach & stop.",24,,EC99N,Slow Footsteps Down Wooden Stairs,11,5.0,footstep
07037156.wav,"Footsteps Down Wooden Stairs, two men & two women, slow, departing.",27,,EC99N,Slow Footsteps Down Wooden Stairs,12,5.0,footstep
07037157.wav,"Footsteps Up Metal Stairs, man, slow, with start & stop.",37,,EC99P,Slow Footsteps Up Metal Stairs,1,5.0,footstep
07037158.wav,"Footsteps Up Metal Stairs, man, slow, with approach & stop.",28,,EC99P,Slow Footsteps Up Metal Stairs,2,5.0,footstep
07037159.wav,"Footsteps Up Metal Stairs, man, slow, departing.",33,,EC99P,Slow Footsteps Up Metal Stairs,3,5.0,footstep
07037160.wav,"Footsteps Up Metal Stairs, two men, slow, with start & stop.",39,,EC99P,Slow Footsteps Up Metal Stairs,4,5.0,footstep
07037150.wav,"Footsteps Down Wooden Stairs, man & woman, slow, departing.",21,,EC99N,Slow Footsteps Down Wooden Stairs,6,5.0,footstep
07037113.wav,"Footsteps Up Wooden Stairs, man & woman, slow, with approach & stop.",27,,EC99K,Slow Footsteps Up Wooden Stairs,5,5.0,footstep
07037163.wav,"Footsteps Up Metal Stairs, three men, slow, with start & stop.",41,,EC99P,Slow Footsteps Up Metal Stairs,7,5.0,footstep
07037164.wav,"Footsteps Up Metal Stairs, three men, slow, with approach & stop.",27,,EC99P,Slow Footsteps Up Metal Stairs,8,5.0,footstep
07037165.wav,"Footsteps Up Metal Stairs, three men, slow, departing.",30,,EC99P,Slow Footsteps Up Metal Stairs,9,5.0,footstep
07037166.wav,"Footsteps Up Metal Stairs, woman, slow, with start & stop.",41,,EC99P,Slow Footsteps Up Metal Stairs,10,5.0,footstep
07037167.wav,"Footsteps Up Metal Stairs, woman, slow, with approach & stop.",32,,EC99P,Slow Footsteps Up Metal Stairs,11,5.0,footstep
07037168.wav,"Footsteps Up Metal Stairs, woman, slow, departing.",21,,EC99P,Slow Footsteps Up Metal Stairs,12,5.0,footstep
07037169.wav,"Footsteps Down Metal Stairs, man, slow, with start & stop.",39,,EC99Q,Footsteps Down Metal Stairs,1,5.0,footstep
07037170.wav,"Footsteps Down Metal Stairs, man, slow, with approach & stop.",26,,EC99Q,Footsteps Down Metal Stairs,2,5.0,footstep
07037171.wav,"Footsteps Down Metal Stairs, man, slow, departing.",27,,EC99Q,Footsteps Down Metal Stairs,3,5.0,footstep
07037162.wav,"Footsteps Up Metal Stairs, two men, slow, departing.",30,,EC99P,Slow Footsteps Up Metal Stairs,6,5.0,footstep
07037112.wav,"Footsteps Up Wooden Stairs, man & woman, slow, with start & stop.",28,,EC99K,Slow Footsteps Up Wooden Stairs,4,5.0,footstep
07064131.wav,1 man approaches and stops (reprocessed),14,Footsteps: Male: Road: Running,ECD055,Footsteps 1,56,5.0,footstep
07037110.wav,"Footsteps Up Wooden Stairs, two women, slow, with approach & stop.",27,,EC99K,Slow Footsteps Up Wooden Stairs,2,5.0,footstep
07037040.wav,"Footsteps on Pavement, two men running, with start & stop.",65,,EC99D,Footsteps On Pavement: Running,4,5.0,footstep
07004041.wav,"Walking, 1 man. (With start and stop)",68,,EC100A,Footsteps In Undergrowth: Running,1,5.0,footstep
07004042.wav,"Walking, 1 man. (With approach and stop)",24,,EC100A,Footsteps In Undergrowth: Running,2,5.0,footstep
07004043.wav,"Walking, 1 man departing.",28,,EC100A,Footsteps In Undergrowth: Running,3,5.0,footstep
07004044.wav,"Walking, 2 men. (With start and stop)",71,,EC100A,Footsteps In Undergrowth: Running,4,5.0,footstep
07004045.wav,"Walking, 2 men. (With approach and stop)",30,,EC100A,Footsteps In Undergrowth: Running,5,5.0,footstep
07004046.wav,"Walking, 2 men departing.",27,,EC100A,Footsteps In Undergrowth: Running,6,5.0,footstep
07004047.wav,"Running, 1 man. (With start and stop)",64,,EC100A,Footsteps In Undergrowth: Running,7,5.0,footstep
07037085.wav,"Footsteps on Country Road, two women running, with start & stop.",67,,EC99H,Footsteps On Country Road: Running,1,5.0,footstep
07037057.wav,"Footsteps on Country Road, three men walking, departing.",20,,EC99E,Footsteps On Country Road: Walking,9,5.0,footstep
07037084.wav,"Footsteps on Country Road, woman running, departing.",19,,EC99G,Footsteps On Country Road: Running,12,5.0,footstep
07037083.wav,"Footsteps on Country Road, woman running, with approach & stop.",18,,EC99G,Footsteps On Country Road: Running,11,5.0,footstep
07004048.wav,"Running, 1 man. (With approach and stop)",24,,EC100A,Footsteps In Undergrowth: Running,8,5.0,footstep
07050162.wav,"One horse & cart at walk approach, stop & depart.",46,Horses: Carts,ECD038,Horses / Dogs,7,5.0,footstep
07004049.wav,"Running, 1 man departing.",24,,EC100A,Footsteps In Undergrowth: Running,9,5.0,footstep
07004050.wav,"Running, 2 men. (With start and stop)",65,,EC100A,Footsteps In Undergrowth: Running,10,5.0,footstep
07004051.wav,"Running, 2 men. (With approach and stop)",28,,EC100A,Footsteps In Undergrowth: Running,11,5.0,footstep
07037082.wav,"Footsteps on Country Road, woman running, with start & stop.",67,,EC99G,Footsteps On Country Road: Running,10,5.0,footstep
07037081.wav,"Footsteps on Country Road, three men running, departing.",17,,EC99G,Footsteps On Country Road: Running,9,5.0,footstep
07037041.wav,"Footsteps on Pavement, two men running, with approach & stop.",17,,EC99D,Footsteps On Pavement: Running,5,5.0,footstep
07037080.wav,"Footsteps on Country Road, three men running, with approach & stop.",17,,EC99G,Footsteps On Country Road: Running,8,5.0,footstep
07064127.wav,2 men 2 women start and stop (reprocessed),67,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,52,5.0,footstep
07037042.wav,"Footsteps on Pavement, two men running, departing.",19,,EC99D,Footsteps On Pavement: Running,6,5.0,footstep
07037048.wav,"Footsteps on Pavement, woman running, departing.",25,,EC99D,Footsteps On Pavement: Running,12,5.0,footstep
07037047.wav,"Footsteps on Pavement, woman running, with approach & stop.",17,,EC99D,Footsteps On Pavement: Running,11,5.0,footstep
07037050.wav,"Footsteps on Country Road, man walking, with approach & stop.",17,,EC99E,Footsteps On Country Road: Walking,2,5.0,footstep
07037051.wav,"Footsteps on Country Road, man walking, departing.",18,,EC99E,Footsteps On Country Road: Walking,3,5.0,footstep
07037052.wav,"Footsteps on Country Road, two men walking, with start & stop.",69,,EC99E,Footsteps On Country Road: Walking,4,5.0,footstep
07037053.wav,"Footsteps on Country Road, two men walking, with approach & stop.",21,,EC99E,Footsteps On Country Road: Walking,5,5.0,footstep
07037054.wav,"Footsteps on Country Road, two men walking, departing.",18,,EC99E,Footsteps On Country Road: Walking,6,5.0,footstep
07037046.wav,"Footsteps on Pavement, woman running, with start & stop.",67,,EC99D,Footsteps On Pavement: Running,10,5.0,footstep
07037055.wav,"Footsteps on Country Road, three men walking, with start & stop.",77,,EC99E,Footsteps On Country Road: Walking,7,5.0,footstep
07037056.wav,"Footsteps on Country Road, three men walking, with approach & stop.",17,,EC99E,Footsteps On Country Road: Walking,8,5.0,footstep
07037045.wav,"Footsteps on Pavement, three men running, departing.",18,,EC99D,Footsteps On Pavement: Running,9,5.0,footstep
07037044.wav,"Footsteps on Pavement, three men running, with approach & stop.",18,,EC99D,Footsteps On Pavement: Running,8,5.0,footstep
07037043.wav,"Footsteps on Pavement, three men running, with start & stop.",69,,EC99D,Footsteps On Pavement: Running,7,5.0,footstep
07037086.wav,"Footsteps on Country Road, two women running, with approach & stop.",19,,EC99H,Footsteps On Country Road: Running,2,5.0,footstep
