location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName,FrequencyCutoff,FrequencyCutoff90,FrequencyCutoff95,FrequencyCutoff99
07064268.wav,2 men start and stop (reprocessed),41,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,94,5.0,footstep,3746.77734375,2583.984375,2842.3828125,3746.77734375
07064267.wav,1 man departs (reprocessed),18,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,93,5.0,footstep,3832.91015625,2627.05078125,2885.44921875,3832.91015625
07064266.wav,1 man approaches and stops (reprocessed),18,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,92,5.0,footstep,3962.109375,2627.05078125,2885.44921875,3962.109375
07064255.wav,2 women depart (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,81,5.0,footstep,3660.64453125,1550.390625,2024.12109375,3660.64453125
07064265.wav,1 man starts and stops (reprocessed),34,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,91,5.0,footstep,3789.84375,2583.984375,2842.3828125,3789.84375
07064264.wav,1 woman departs (reprocessed),17,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,90,5.0,footstep,6933.69140625,3186.9140625,3919.04296875,6933.69140625
07064263.wav,1 woman approaches and stops (reprocessed),25,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,89,5.0,footstep,7019.82421875,3359.1796875,3919.04296875,7019.82421875
07064262.wav,1 woman starts and stops (reprocessed),36,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,88,5.0,footstep,4608.10546875,2713.18359375,3402.24609375,4608.10546875
07064261.wav,2 men depart (reprocessed),21,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,87,5.0,footstep,3789.84375,2583.984375,2842.3828125,3789.84375
07064260.wav,2 men approach and stop (reprocessed),24,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,86,5.0,footstep,3832.91015625,2670.1171875,2885.44921875,3832.91015625
07064259.wav,2 men start and stop (reprocessed),36,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,85,5.0,footstep,4005.17578125,2713.18359375,2885.44921875,4005.17578125
07064256.wav,1 man starts and stops (reprocessed),35,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,82,5.0,footstep,3660.64453125,2540.91796875,2842.3828125,3660.64453125
07064252.wav,1 woman departs (reprocessed),11,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,78,5.0,footstep,3746.77734375,1507.32421875,2024.12109375,3746.77734375
07064251.wav,1 woman approaches and stops (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,77,5.0,footstep,4435.83984375,1894.921875,2282.51953125,4435.83984375
07064250.wav,1 woman starts and stops (reprocessed),49,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,76,5.0,footstep,5038.76953125,2325.5859375,3316.11328125,5038.76953125
07064249.wav,2 men depart (reprocessed),12,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,75,5.0,footstep,4306.640625,1808.7890625,2454.78515625,4306.640625
07064231.wav,1 man 1 woman depart (reprocessed),15,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,57,5.0,footstep,2799.31640625,1937.98828125,2110.25390625,2799.31640625
07064232.wav,1 man starts and stops (reprocessed),26,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,58,5.0,footstep,5986.23046875,3875.9765625,4521.97265625,5986.23046875
07064233.wav,1 man approaches and stops (reprocessed),11,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,59,5.0,footstep,4737.3046875,2239.453125,3100.78125,4737.3046875
07064234.wav,1 man departs (reprocessed),12,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,60,5.0,footstep,4608.10546875,3402.24609375,3832.91015625,4608.10546875
07064235.wav,2 men start and stop (reprocessed),28,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,61,5.0,footstep,6459.9609375,4048.2421875,4909.5703125,6459.9609375
07064236.wav,2 men approach and stop (reprocessed),11,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,62,5.0,footstep,3789.84375,1765.72265625,2411.71875,3789.84375
07064237.wav,2 men depart (reprocessed),14,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,63,5.0,footstep,4005.17578125,2067.1875,2799.31640625,4005.17578125
07064238.wav,1 woman starts and stops (reprocessed),37,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,64,5.0,footstep,4952.63671875,2583.984375,3014.6484375,4952.63671875
07064239.wav,1 woman approaches and stops (reprocessed),15,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,65,5.0,footstep,4263.57421875,2196.38671875,2670.1171875,4263.57421875
07037226.wav,"Footsteps on Wood, woman running, with start & stop. (Dead acoustic.)",70,,EC99U,Footsteps On Wood: Running (Dead Acoustic),10,5.0,footstep,5383.30078125,1851.85546875,3057.71484375,5383.30078125
07064240.wav,1 woman departs (reprocessed),13,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,66,5.0,footstep,4780.37109375,2583.984375,2971.58203125,4780.37109375
07064242.wav,2 women approach and stop (reprocessed),17,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,68,5.0,footstep,4909.5703125,3100.78125,3574.51171875,4909.5703125
07064243.wav,2 women depart (reprocessed),16,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,69,5.0,footstep,3746.77734375,2282.51953125,2842.3828125,3746.77734375
07039250.wav,Woman walking on country road.,53,,EC1009B,,7,5.0,footstep,4995.703125,4263.57421875,4521.97265625,4995.703125
07039253.wav,Woman walking on country road.,55,,EC1009B,,10,5.0,footstep,4091.30859375,947.4609375,1937.98828125,4091.30859375
07064244.wav,1 man starts and stops (reprocessed),36,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,70,5.0,footstep,3875.9765625,2067.1875,2497.8515625,3875.9765625
07064245.wav,1 man approaches and stops (reprocessed),10,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,71,5.0,footstep,3660.64453125,1808.7890625,2282.51953125,3660.64453125
07064246.wav,1 man departs (reprocessed),13,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,72,5.0,footstep,4392.7734375,1808.7890625,2368.65234375,4392.7734375
07064247.wav,2 men start and stop (reprocessed),36,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,73,5.0,footstep,4263.57421875,2024.12109375,2583.984375,4263.57421875
07064248.wav,2 men approach and stop (reprocessed),11,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,74,5.0,footstep,3875.9765625,1765.72265625,2239.453125,3875.9765625
07064241.wav,2 women start and stop (reprocessed),30,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,67,5.0,footstep,5297.16796875,3186.9140625,3746.77734375,5297.16796875
07037196.wav,"Footsteps on Wood, two men walking, with start & stop. (Dead acoustic.)",67,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),4,5.0,footstep,2497.8515625,1291.9921875,1593.45703125,2497.8515625
07037225.wav,"Footsteps on Wood, three men running, departing. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),9,5.0,footstep,5598.6328125,2928.515625,3875.9765625,5598.6328125
07037223.wav,"Footsteps on Wood, three men running, with start & stop. (Dead acoustic.)",67,,EC99U,Footsteps On Wood: Running (Dead Acoustic),7,5.0,footstep,5555.56640625,3229.98046875,3962.109375,5555.56640625
07064153.wav,1 woman departs (reprocessed),10,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,78,5.0,footstep,2583.984375,1076.66015625,1205.859375,2583.984375
07064154.wav,2 women start and stop (reprocessed),64,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,79,5.0,footstep,1679.58984375,1033.59375,1205.859375,1679.58984375
07064155.wav,2 women approach and stop (reprocessed),10,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,80,5.0,footstep,2067.1875,1033.59375,1335.05859375,2067.1875
07064156.wav,2 women depart (reprocessed),10,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,81,5.0,footstep,1894.921875,1033.59375,1335.05859375,1894.921875
07064157.wav,1 man 1 woman start and stop (reprocessed),59,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,82,5.0,footstep,1808.7890625,1119.7265625,1335.05859375,1808.7890625
07064158.wav,1 man 1 woman approach and stop (reprocessed),12,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,83,5.0,footstep,2239.453125,1162.79296875,1464.2578125,2239.453125
07064159.wav,1 man 1 woman depart (reprocessed),12,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,84,5.0,footstep,2110.25390625,1378.125,1679.58984375,2110.25390625
07064160.wav,1 man starts and stops (reprocessed),65,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,85,5.0,footstep,5555.56640625,2842.3828125,3746.77734375,5555.56640625
07064161.wav,1 man approaches and stops (reprocessed),14,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,86,5.0,footstep,5211.03515625,2454.78515625,3316.11328125,5211.03515625
07064162.wav,1 man departs (reprocessed),12,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,87,5.0,footstep,5297.16796875,2842.3828125,3703.7109375,5297.16796875
07064164.wav,2 men approach and stop (reprocessed),14,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,89,5.0,footstep,4048.2421875,1808.7890625,2454.78515625,4048.2421875
07064165.wav,2 men depart (reprocessed),16,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,90,5.0,footstep,4866.50390625,2454.78515625,3229.98046875,4866.50390625
07064166.wav,1 woman starts and stops (reprocessed),67,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,91,5.0,footstep,3100.78125,1291.9921875,1507.32421875,3100.78125
07064167.wav,1 woman approaches and stops (reprocessed),12,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,92,5.0,footstep,2454.78515625,1421.19140625,1636.5234375,2454.78515625
07064168.wav,1 woman departs (reprocessed),13,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,93,5.0,footstep,2239.453125,1248.92578125,1550.390625,2239.453125
07064169.wav,2 women start and stop (reprocessed),60,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,94,5.0,footstep,2799.31640625,1593.45703125,1894.921875,2799.31640625
07064170.wav,2 women approach and stop (reprocessed),13,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,95,5.0,footstep,2756.25,1550.390625,1808.7890625,2756.25
07037203.wav,"Footsteps on Wood, woman walking, with approach & stop. (Dead acoustic.)",15,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),11,5.0,footstep,4220.5078125,1119.7265625,1765.72265625,4220.5078125
07064171.wav,2 women depart (reprocessed),12,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,96,5.0,footstep,2627.05078125,1593.45703125,1894.921875,2627.05078125
07064152.wav,1 woman approaches and stops (reprocessed),12,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,77,5.0,footstep,3488.37890625,1119.7265625,1335.05859375,3488.37890625
07064172.wav,1 man 1 woman start and stop (reprocessed),61,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,97,5.0,footstep,3919.04296875,1894.921875,2411.71875,3919.04296875
07064151.wav,1 woman starts and stops (reprocessed),62,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,76,5.0,footstep,1851.85546875,947.4609375,1205.859375,1851.85546875
07064149.wav,2 men approach and stop (reprocessed),13,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,74,5.0,footstep,2325.5859375,1291.9921875,1507.32421875,2325.5859375
07037198.wav,"Footsteps on Wood, two men walking, departing. (Dead acoustic.)",21,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),6,5.0,footstep,3186.9140625,1421.19140625,1722.65625,3186.9140625
07037199.wav,"Footsteps on Wood, three men walking, with start & stop. (Dead acoustic.)",69,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),7,5.0,footstep,3143.84765625,1291.9921875,1636.5234375,3143.84765625
07037200.wav,"Footsteps on Wood, three men walking, with approach & stop. (Dead acoustic.)",17,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),8,5.0,footstep,2885.44921875,1335.05859375,1636.5234375,2885.44921875
07037201.wav,"Footsteps on Wood, three men walking, departing. (Dead acoustic.)",16,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),9,5.0,footstep,3703.7109375,1593.45703125,2024.12109375,3703.7109375
07037202.wav,"Footsteps on Wood, woman walking, with start & stop. (Dead acoustic.)",65,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),10,5.0,footstep,2282.51953125,1033.59375,1335.05859375,2282.51953125
07064135.wav,2 men depart (reprocessed),15,Footsteps: Male: Road: Running,ECD055,Footsteps 1,60,5.0,footstep,4435.83984375,1765.72265625,2196.38671875,4435.83984375
07064136.wav,1 woman starts and stops (reprocessed),64,Footsteps: Female: Road: Running,ECD055,Footsteps 1,61,5.0,footstep,5211.03515625,1722.65625,2885.44921875,5211.03515625
07064137.wav,1 woman approaches and stops (reprocessed),16,Footsteps: Female: Road: Running,ECD055,Footsteps 1,62,5.0,footstep,5684.765625,2325.5859375,3186.9140625,5684.765625
07064138.wav,1 woman departs (reprocessed),15,Footsteps: Female: Road: Running,ECD055,Footsteps 1,63,5.0,footstep,5254.1015625,2067.1875,3100.78125,5254.1015625
07064139.wav,2 women start and stop (reprocessed),65,Footsteps: Female: Road: Running,ECD055,Footsteps 1,64,5.0,footstep,4608.10546875,1679.58984375,2153.3203125,4608.10546875
07064140.wav,2 women approach and stop (reprocessed),15,Footsteps: Female: Road: Running,ECD055,Footsteps 1,65,5.0,footstep,6330.76171875,2282.51953125,4220.5078125,6330.76171875
07064141.wav,2 women depart (reprocessed),16,Footsteps: Female: Road: Running,ECD055,Footsteps 1,66,5.0,footstep,5297.16796875,1722.65625,2153.3203125,5297.16796875
07064142.wav,1 man 1 woman start and stop (reprocessed),61,Footsteps: Male: Road: Running,ECD055,Footsteps 1,67,5.0,footstep,5813.96484375,2325.5859375,3617.578125,5813.96484375
07064143.wav,1 man 1 woman approach and stop (reprocessed),17,Footsteps: Male: Road: Running,ECD055,Footsteps 1,68,5.0,footstep,5943.1640625,2540.91796875,3832.91015625,5943.1640625
07064144.wav,1 man 1 woman depart (reprocessed),14,Footsteps: Male: Road: Running,ECD055,Footsteps 1,69,5.0,footstep,4995.703125,1981.0546875,2497.8515625,4995.703125
07064145.wav,1 man starts and stops (reprocessed),63,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,70,5.0,footstep,1894.921875,1119.7265625,1335.05859375,1894.921875
07064146.wav,1 man approaches and stops (reprocessed),13,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,71,5.0,footstep,2282.51953125,1205.859375,1507.32421875,2282.51953125
07064147.wav,1 man departs (reprocessed),12,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,72,5.0,footstep,2153.3203125,1291.9921875,1593.45703125,2153.3203125
07064148.wav,2 men start and stop (reprocessed),64,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,73,5.0,footstep,2110.25390625,1248.92578125,1464.2578125,2110.25390625
07064150.wav,2 men depart (reprocessed),10,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,75,5.0,footstep,2110.25390625,1248.92578125,1507.32421875,2110.25390625
07064173.wav,1 man 1 woman approach and stop (reprocessed),17,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,98,5.0,footstep,3617.578125,1722.65625,2153.3203125,3617.578125
07064174.wav,1 man 1 woman depart (reprocessed),14,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,99,5.0,footstep,4005.17578125,2067.1875,2540.91796875,4005.17578125
07064175.wav,1 man starts and stops (reprocessed),63,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,1,5.0,footstep,2971.58203125,1291.9921875,1722.65625,2971.58203125
07064198.wav,3 men depart (reprocessed),13,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,24,5.0,footstep,3273.046875,1765.72265625,2196.38671875,3273.046875
07064199.wav,1 woman starts and stops (reprocessed),62,Footsteps: Female: Stone: Running,ECD056,Footsteps 2,25,5.0,footstep,3316.11328125,2196.38671875,2454.78515625,3316.11328125
07037206.wav,"Footsteps on Wood, two women walking, with approach & stop. (Dead acoustic.)",14,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),2,5.0,footstep,2799.31640625,1076.66015625,1507.32421875,2799.31640625
07037207.wav,"Footsteps on Wood, two women walking, departing. (Dead acoustic.)",14,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),3,5.0,footstep,2670.1171875,1076.66015625,1464.2578125,2670.1171875
07037208.wav,"Footsteps on Wood, man & woman walking, with start & stop. (Dead acoustic.)",63,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),4,5.0,footstep,2153.3203125,1162.79296875,1421.19140625,2153.3203125
07037209.wav,"Footsteps on Wood, man & woman walking, with approach & stop. (Dead acoustic.)",15,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),5,5.0,footstep,2842.3828125,1205.859375,1593.45703125,2842.3828125
07037210.wav,"Footsteps on Wood, man & woman walking, departing. (Dead acoustic.)",16,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),6,5.0,footstep,2713.18359375,1464.2578125,1765.72265625,2713.18359375
07037211.wav,"Footsteps on Wood, two men & one woman walking, with start & stop. (Dead acoustic.)",65,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),7,5.0,footstep,3316.11328125,1205.859375,1636.5234375,3316.11328125
07037212.wav,"Footsteps on Wood, two men & one woman walking, with approach & stop. (Dead acoustic.)",16,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),8,5.0,footstep,3574.51171875,1335.05859375,1937.98828125,3574.51171875
07037213.wav,"Footsteps on Wood, two men & one woman walking, departing. (Dead acoustic.)",17,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),9,5.0,footstep,4220.5078125,1464.2578125,2110.25390625,4220.5078125
07037214.wav,"Footsteps on Wood, two men & two women walking, with start and stop. (Dead acoustic.)",64,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),10,5.0,footstep,3143.84765625,1291.9921875,1636.5234375,3143.84765625
07037215.wav,"Footsteps on Wood, two men & two women walking, with approach & stop. (Dead acoustic.)",17,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),11,5.0,footstep,4091.30859375,1507.32421875,2282.51953125,4091.30859375
07037216.wav,"Footsteps on Wood, two men & two women walking, departing. (Dead acoustic.)",18,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),12,5.0,footstep,4521.97265625,1593.45703125,2411.71875,4521.97265625
07037217.wav,"Footsteps on Wood, man running, with start & stop. (Dead acoustic.)",68,,EC99U,Footsteps On Wood: Running (Dead Acoustic),1,5.0,footstep,7536.62109375,3660.64453125,4737.3046875,7536.62109375
07037218.wav,"Footsteps on Wood, man running, with approach & stop. (Dead acoustic.)",17,,EC99U,Footsteps On Wood: Running (Dead Acoustic),2,5.0,footstep,6976.7578125,3186.9140625,4349.70703125,6976.7578125
07037219.wav,"Footsteps on Wood, man running, departing. (Dead acoustic.)",16,,EC99U,Footsteps On Wood: Running (Dead Acoustic),3,5.0,footstep,6416.89453125,3143.84765625,4565.0390625,6416.89453125
07037220.wav,"Footsteps on Wood, two men running, with start & stop. (Dead acoustic.)",68,,EC99U,Footsteps On Wood: Running (Dead Acoustic),4,5.0,footstep,6459.9609375,3875.9765625,4608.10546875,6459.9609375
07037221.wav,"Footsteps on Wood, two men running, with approach & stop. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),5,5.0,footstep,5426.3671875,2583.984375,3488.37890625,5426.3671875
07037222.wav,"Footsteps on Wood, two men running, departing. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),6,5.0,footstep,5900.09765625,3359.1796875,4177.44140625,5900.09765625
07037205.wav,"Footsteps on Wood, two women walking, with start & stop. (Dead acoustic.)",67,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),1,5.0,footstep,2196.38671875,1033.59375,1248.92578125,2196.38671875
07037204.wav,"Footsteps on Wood, woman walking, departing. (Dead acoustic.)",13,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),12,5.0,footstep,2368.65234375,1033.59375,1205.859375,2368.65234375
07064197.wav,3 men approach and stop (reprocessed),14,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,23,5.0,footstep,2454.78515625,1291.9921875,1550.390625,2454.78515625
07064196.wav,3 men start and stop (reprocessed),64,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,22,5.0,footstep,3100.78125,1507.32421875,1981.0546875,3100.78125
07064176.wav,1 man approaches and stops (reprocessed),13,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,2,5.0,footstep,3703.7109375,1722.65625,2497.8515625,3703.7109375
07064177.wav,1 man departs (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,3,5.0,footstep,17872.55859375,3531.4453125,8397.94921875,17872.55859375
07064178.wav,2 men start and stop (reprocessed),63,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,4,5.0,footstep,2713.18359375,1248.92578125,1507.32421875,2713.18359375
07064179.wav,2 men approach and stop (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,5,5.0,footstep,3617.578125,1679.58984375,2454.78515625,3617.578125
07064180.wav,2 men depart (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,6,5.0,footstep,2627.05078125,1205.859375,1421.19140625,2627.05078125
07064181.wav,1 woman starts and stops (reprocessed),64,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,7,5.0,footstep,2196.38671875,1421.19140625,1593.45703125,2196.38671875
07064182.wav,1 woman approaches and stops (reprocessed),14,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,8,5.0,footstep,1851.85546875,1335.05859375,1507.32421875,1851.85546875
07064183.wav,1 woman departs (reprocessed),13,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,9,5.0,footstep,2153.3203125,1421.19140625,1550.390625,2153.3203125
07064184.wav,2 women start and stop (reprocessed),65,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,10,5.0,footstep,2153.3203125,1464.2578125,1593.45703125,2153.3203125
07037224.wav,"Footsteps on Wood, three men running, with approach & stop. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),8,5.0,footstep,5813.96484375,2583.984375,3488.37890625,5813.96484375
07064185.wav,2 women approach and stop,14,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,11,5.0,footstep,1765.72265625,1335.05859375,1507.32421875,1765.72265625
07064187.wav,1 man 1 woman start and stop (reprocessed),62,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,13,5.0,footstep,2325.5859375,1248.92578125,1550.390625,2325.5859375
07064188.wav,1 man 1 woman approach and stop (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,14,5.0,footstep,2368.65234375,1205.859375,1378.125,2368.65234375
07064189.wav,1 man 1 woman depart  (reprocessed),15,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,15,5.0,footstep,2368.65234375,1205.859375,1335.05859375,2368.65234375
07064190.wav,1 man starts and stops (reprocessed),62,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,16,5.0,footstep,2540.91796875,1205.859375,1378.125,2540.91796875
07064191.wav,1 man approaches and stops (reprocessed),12,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,17,5.0,footstep,3273.046875,1248.92578125,1550.390625,3273.046875
07064192.wav,1 man departs (reprocessed),14,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,18,5.0,footstep,2325.5859375,1162.79296875,1291.9921875,2325.5859375
07064193.wav,2 men start and stop (reprocessed),62,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,19,5.0,footstep,2885.44921875,1248.92578125,1636.5234375,2885.44921875
07064194.wav,2 men approach and stop (reprocessed),12,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,20,5.0,footstep,2842.3828125,1335.05859375,1593.45703125,2842.3828125
07064195.wav,2 men depart (reprocessed),14,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,21,5.0,footstep,3057.71484375,1248.92578125,1507.32421875,3057.71484375
07064186.wav,2 women depart (reprocessed),14,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,12,5.0,footstep,2110.25390625,1507.32421875,1593.45703125,2110.25390625
07004053.wav,"Footsteps in snow, 1 man. (With start and stop)",93,,EC100C,Footsteps In Snow,1,5.0,footstep,6589.16015625,2282.51953125,3229.98046875,6589.16015625
07064163.wav,2 men start and stop (reprocessed),64,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,88,5.0,footstep,5254.1015625,3359.1796875,4091.30859375,5254.1015625
07004055.wav,"Footsteps in snow, 1 man departing.",31,,EC100C,Footsteps In Snow,3,5.0,footstep,6761.42578125,2239.453125,3143.84765625,6761.42578125
07037029.wav,"Footsteps on Pavement, man & woman running, with approach & stop.",15,,EC99C,Footsteps On Pavement: Running,5,5.0,footstep,5986.23046875,2454.78515625,3186.9140625,5986.23046875
07037028.wav,"Footsteps on Pavement, man & woman running, with start & stop.",61,,EC99C,Footsteps On Pavement: Running,4,5.0,footstep,5943.1640625,2583.984375,3186.9140625,5943.1640625
07037027.wav,"Footsteps on Pavement, two women running, departing.",18,,EC99C,Footsteps On Pavement: Running,3,5.0,footstep,5038.76953125,2153.3203125,2799.31640625,5038.76953125
07037026.wav,"Footsteps on Pavement, two women running, with approach & stop.",17,,EC99C,Footsteps On Pavement: Running,2,5.0,footstep,5469.43359375,2110.25390625,2583.984375,5469.43359375
07037025.wav,"Footsteps on Pavement, two women running, with start & stop.",67,,EC99C,Footsteps On Pavement: Running,1,5.0,footstep,4608.10546875,2153.3203125,2713.18359375,4608.10546875
07037024.wav,"Footsteps on Pavement, two men & two women walking, departing.",19,,EC99B,Footsteps On Pavement: Walking,12,5.0,footstep,5167.96875,2024.12109375,2799.31640625,5167.96875
07037023.wav,"Footsteps on Pavement, two men & two women walking, with approach & stop.",17,,EC99B,Footsteps On Pavement: Walking,11,5.0,footstep,6287.6953125,2024.12109375,2627.05078125,6287.6953125
07037022.wav,"Footsteps on Pavement, two men & two women walking, with start & stop.",66,,EC99B,Footsteps On Pavement: Walking,10,5.0,footstep,6675.29296875,2067.1875,2928.515625,6675.29296875
07037021.wav,"Footsteps on Pavement, two men & one woman walking, departing.",20,,EC99B,Footsteps On Pavement: Walking,9,5.0,footstep,6115.4296875,2325.5859375,3143.84765625,6115.4296875
07037020.wav,"Footsteps on Pavement, two men & one woman walking, with approach & stop.",17,,EC99B,Footsteps On Pavement: Walking,8,5.0,footstep,8354.8828125,3273.046875,4565.0390625,8354.8828125
07037019.wav,"Footsteps on Pavement, two men & one woman walking, with start & stop.",66,,EC99B,Footsteps On Pavement: Walking,7,5.0,footstep,6158.49609375,2153.3203125,3100.78125,6158.49609375
07037018.wav,"Footsteps on Pavement, man & woman walking, departing.",20,,EC99B,Footsteps On Pavement: Walking,6,5.0,footstep,6287.6953125,2239.453125,3229.98046875,6287.6953125
07037030.wav,"Footsteps on Pavement, man & woman running, departing.",14,,EC99C,Footsteps On Pavement: Running,6,5.0,footstep,7407.421875,2971.58203125,4306.640625,7407.421875
07037017.wav,"Footsteps on Pavement, man & woman walking, with approach & stop.",16,,EC99B,Footsteps On Pavement: Walking,5,5.0,footstep,5641.69921875,1981.0546875,2670.1171875,5641.69921875
