location,description,secs,category,CDNumber,CDName,tracknum
07027050.wav,"Weather: Heavy rain, dripping water, recorded under a perspex roof.",399,Weather: Heavy Rain,EC2W4,Wind And Rain,2
07027049.wav,Weather: Blustery wind and rain.,405,Weather: Blustery wind and rain,EC2W4,Wind And Rain,1
07027048.wav,"Weather: Thunder, rolls and claps.",18,"Weather: Thunder, rolls and claps",EC2W3,Thunder,12
07027047.wav,"Weather: Thunder, rolls and claps.",25,"Weather: Thunder, rolls and claps",EC2W3,Thunder,11
07027046.wav,"Weather: Thunder, rolls and claps.",18,"Weather: Thunder, rolls and claps",EC2W3,Thunder,10
07027045.wav,"Weather: Thunder, rolls and claps.",17,"Weather: Thunder, rolls and claps",EC2W3,Thunder,9
07027044.wav,"Weather: Thunder, rolls and claps.",28,"Weather: Thunder, rolls and claps",EC2W3,Thunder,8
07027043.wav,"Weather: Thunder, rolls and claps.",19,"Weather: Thunder, rolls and claps",EC2W3,Thunder,7
07027042.wav,"Weather: Thunder, rolls and claps.",27,"Weather: Thunder, rolls and claps",EC2W3,Thunder,6
07027041.wav,"Weather: Thunder, rolls and claps.",14,"Weather: Thunder, rolls and claps",EC2W3,Thunder,5
07027040.wav,"Weather: Thunder, rolls and claps.",28,"Weather: Thunder, rolls and claps",EC2W3,Thunder,4
07027039.wav,"Weather: Thunder, rolls and claps.",24,"Weather: Thunder, rolls and claps",EC2W3,Thunder,3
07027038.wav,"Weather: Thunder, rolls and claps.",20,"Weather: Thunder, rolls and claps",EC2W3,Thunder,2
07027037.wav,"Weather: Thunder, Constant rolls and claps.",373,"Weather: Thunder, Constant rolls and claps",EC2W3,Thunder,1
07027036.wav,Weather: Thunder and rain.,385,Weather: Thunder and rain,EC2W2,Thunder And Rain,3
07027035.wav,Weather: Heavy rain.,417,Weather: Heavy Rain,EC2W2,Thunder And Rain,2
07027034.wav,Weather: Clap of thunder.,28,Weather: Clap of thunder,EC2W2,Thunder And Rain,1
07027033.wav,Weather: Eerie wind.,392,Weather: Eerie wind,EC2W1,Wind,2
07027032.wav,Weather: Wind in trees.,384,Weather: Wind in trees,EC2W1,Wind,1
07027031.wav,"Printing: Heidleburg, automatic plattern press stops.",25,Industry: Printing: Heidleburg,EC2P3,Printing,6
07027030.wav,"Printing: Heidleburg, automatic plattern press, starts and runs.",122,Industry: Printing: Heidleburg,EC2P3,Printing,5
07027029.wav,"Printing: Centurion, two revolution press stopping.",10,Industry: Printing: Centurion,EC2P3,Printing,4
07027028.wav,"Printing: Centurion, two revolution press running.",125,Industry: Printing: Centurion,EC2P3,Printing,3
07027027.wav,"Printing: Centurion, two revolution press starting.",9,Industry: Printing: Centurion,EC2P3,Printing,2
07027026.wav,"Printing: Atmosphere, newspaper compositing room.",396,Industry: Printing: Newspapers,EC2P3,Printing,1
07027025.wav,Printing Newspapers Foundry: Putting printing plate on machine.,38,Industry: Printing: Newspapers: Foundry,EC2P2,Printing - Newspapers,7
07027024.wav,Printing Newspapers Foundry: Casting and milling plate. ,50,Industry: Printing: Newspapers: Foundry,EC2P2,Printing - Newspapers,6
07027023.wav,Printing Newspapers Foundry: Filling plate mould.,19,Industry: Printing: Newspapers: Foundry,EC2P2,Printing - Newspapers,5
07027022.wav,Printing Newspapers Foundry: Forge with electric bellows pump.  ,56,Industry: Printing: Newspapers: Foundry,EC2P2,Printing - Newspapers,4
07027021.wav,Printing Newspapers: Linotype machine.,185,Industry: Printing: Newspapers,EC2P2,Printing - Newspapers,3
07027020.wav,Printing Newspapers: Letter press (hot metal) slows down and stops.,30,Industry: Printing: Newspapers,EC2P2,Printing - Newspapers,2
07027019.wav,Printing Newspapers: Letter press (hot metal) starts and runs.,337,Industry: Printing: Newspapers,EC2P2,Printing - Newspapers,1
07027018.wav,Printing Newspapers: Cutter and folder slows down and stops.,52,Industry: Printing: Newspapers,EC2P1,Printing - Newspapers: Webb-Offset Press,5
07027017.wav,Printing Newspapers: Cutter and folder starts up and runs.,155,Industry: Printing: Newspapers,EC2P1,Printing - Newspapers: Webb-Offset Press,4
07027016.wav,Printing Newspapers: Igranic paper-conveyor.,153,Industry: Printing: Newspapers: Igranic,EC2P1,Printing - Newspapers: Webb-Offset Press,3
07027015.wav,"Printing Newspapers: Webb, Offset press, slows down and stops.",30,Industry: Printing: Newspapers: Webb,EC2P1,Printing - Newspapers: Webb-Offset Press,2
07027014.wav,"Printing Newspapers: Webb, Offset Press, Warning bell, press starts and runs.",334,Industry: Printing: Newspapers: Webb,EC2P1,Printing - Newspapers: Webb-Offset Press,1
07027013.wav,"Lift: Auto lift control, relays and dynamos in background.",230,"Lifts: Auto lift control, relays and dynamos in background",EC2E2,Lifts,4
07027012.wav,Lift: Dynamo room sound.,183,Lifts: Dynamo room sound,EC2E2,Lifts,3
07027011.wav,Lift: Machinery.,254,Lifts: Machinery,EC2E2,Lifts,2
07027010.wav,Lift: Control Mechanism.,99,Lifts: Control Mechanism,EC2E2,Lifts,1
07027009.wav,"Lift: Old-Fashioned, Descends, stops at 4 floors, gates open & close.",134,"Lifts: Old-Fashioned, Descends, stops at 4 floors, gates open & ",EC2E1,Old Fashioned Lift With Gates (Exterior),9
07027008.wav,"Lift: Old-Fashioned, Interior, starts, passes several floors, stops, gates open.",28,"Lifts: Old-Fashioned, Interior, starts, passes several floors, s",EC2E1,Old Fashioned Lift With Gates (Exterior),8
07027007.wav,"Lift: Old-Fashioned, Gates open & close, Descends, stops at 3 floors, gates open & close.",77,"Lifts: Old-Fashioned, Gates open & close, Descends, stops at 3 f",EC2E1,Old Fashioned Lift With Gates (Exterior),7
07027006.wav,"Lift: Old-Fashioned, Gates open & close, Ascends, stops at 2 floors, gates open & close each time.",104,"Lifts: Old-Fashioned, Gates open & close, Ascends, stops at 2 fl",EC2E1,Old Fashioned Lift With Gates (Exterior),6
07027005.wav,"Lift: Old-Fashioned, Gates open & close, Ascends one floor, gates open & close (distant), lift returns & gates open.",87,"Lifts: Old-Fashioned, Gates open & close, Ascends one floor, gat",EC2E1,Old Fashioned Lift With Gates (Exterior),5
07027004.wav,"Lift: Old-Fashioned, Gates close. ",8,"Lifts: Old-Fashioned, Gates close",EC2E1,Old Fashioned Lift With Gates (Exterior),4
07027003.wav,"Lift: Old-Fashioned, Gates open. ",6,"Lifts: Old-Fashioned, Gates open",EC2E1,Old Fashioned Lift With Gates (Exterior),3
07027002.wav,"Lift: Old-Fashioned, Gates open and close.",10,"Lifts: Old-Fashioned, Gates open and close",EC2E1,Old Fashioned Lift With Gates (Exterior),2
07027001.wav,"Lift: Old-Fashioned, Gates open and close.",12,"Lifts: Old-Fashioned, Gates open and close",EC2E1,Old Fashioned Lift With Gates (Exterior),1
07026210.wav,"Motor Van: Passes with horn, followed by car, exterior, (Ford Anglia 105E, 1963 model, 997cc).",33,"Motor Van: Passes with horn, followed by car, exterior, (Ford An",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",10
07026209.wav,"Motor Van: Passes with horn, exterior, (Ford Anglia 105E, 1963 model, 997cc).",32,"Motor Van: Passes with horn, exterior, (Ford Anglia 105E, 1963 m",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",9
07026208.wav,"Motor Van: Passes with horn, exterior, (Ford Anglia 105E, 1963 model, 997cc).",27,"Motor Van: Passes with horn, exterior, (Ford Anglia 105E, 1963 m",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",8
07026207.wav,"Motor Van: Passes, exterior, (Ford Anglia 105E, 1963 model, 997cc).",37,"Motor Van: Passes, exterior, (Ford Anglia 105E, 1963 model, 997c",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",7
07026206.wav,"Motor Van: Passes, exterior, (Ford Anglia 105E, 1963 model, 997cc).",26,"Motor Van: Passes, exterior, (Ford Anglia 105E, 1963 model, 997c",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",6
07026205.wav,"Motor Van: Approach, stops with slide, switch off, exterior, (Ford Anglia 105E, 1963 model, 997cc).",31,"Motor Van: Approach, stops with slide, switch off, exterior, (Fo",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",5
07026204.wav,"Motor Van: Approach, stop, switch off, exterior, (Ford Anglia 105E, 1963 model, 997cc).",26,"Motor Van: Approach, stop, switch off, exterior, (Ford Anglia 10",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",4
07026203.wav,"Motor Van: Approach, stop, switch off, exterior, (Ford Anglia 105E, 1963 model, 997cc).",34,"Motor Van: Approach, stop, switch off, exterior, (Ford Anglia 10",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",3
07026202.wav,"Motor Van: Self Start, Fast Depart, exterior, (Ford Anglia 105E, 1963 model, 997cc).",19,"Motor Van: Self Start, Fast Depart, exterior, (Ford Anglia 105E,",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",2
07026201.wav,"Motor Van: Self Start, Depart, exterior, (Ford Anglia 105E, 1963 model, 997cc).",17,"Motor Van: Self Start, Depart, exterior, (Ford Anglia 105E, 1963",EC2M9,"Ford Anglia 105E Van (1963, 997Cc): Exterior",1
07026200.wav,"Motor Van: Passing in reverse and forwards, exterior, (Ford Anglia 105E, 1963 model, 997cc).",48,"Motor Van: Passing in reverse and forwards, exterior, (Ford Angl",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",12
07026199.wav,"Motor Van: Start, Manoeuvring, stop, exterior, (Ford Anglia 105E, 1963 model, 997cc).",48,"Motor Van: Start, Manoeuvring, stop, exterior, (Ford Anglia 105E",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",11
07026198.wav,"Motor Van: Horn, exterior, (Ford Anglia 105E, 1963 model, 997cc).",18,"Motor Van: Horn, exterior, (Ford Anglia 105E, 1963 model, 997cc)",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",10
07026197.wav,"Motor Van: Start, Revving, switch off, exterior, (Ford Anglia 105E, 1963 model, 997cc).",36,"Motor Van: Start, Revving, switch off, exterior, (Ford Anglia 10",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",9
07026196.wav,"Motor Van: Start, Tickover, switch off, exterior, (Ford Anglia 105E, 1963 model, 997cc).",105,"Motor Van: Start, Tickover, switch off, exterior, (Ford Anglia 1",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",8
07026195.wav,"Motor Van: False Starts, exterior, (Ford Anglia 105E, 1963 model, 997cc).",31,"Motor Van: False Starts, exterior, (Ford Anglia 105E, 1963 model",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",7
07026194.wav,"Motor Van: Bonnet Closed, exterior, (Ford Anglia 105E, 1963 model, 997cc).",8,"Motor Van: Bonnet Closed, exterior, (Ford Anglia 105E, 1963 mode",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",6
07026193.wav,"Motor Van: Bonnet Opened, exterior, (Ford Anglia 105E, 1963 model, 997cc).",9,"Motor Van: Bonnet Opened, exterior, (Ford Anglia 105E, 1963 mode",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",5
07026192.wav,"Motor Van: Rear Doors Close, exterior, (Ford Anglia 105E, 1963 model, 997cc).",12,"Motor Van: Rear Doors Close, exterior, (Ford Anglia 105E, 1963 m",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",4
07026191.wav,"Motor Van: Rear Doors Open, exterior, (Ford Anglia 105E, 1963 model, 997cc).",8,"Motor Van: Rear Doors Open, exterior, (Ford Anglia 105E, 1963 mo",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",3
07026190.wav,"Motor Van: Door Open, driver alights, door close, exterior, (Ford Anglia 105E, 1963 model, 997cc).",9,"Motor Van: Door Open, driver alights, door close, exterior, (For",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",2
07026189.wav,"Motor Van: Door Open, driver gets in, door close, exterior, (Ford Anglia 105E, 1963 model, 997cc).",12,"Motor Van: Door Open, driver gets in, door close, exterior, (For",EC2M8,"Ford Anglia 105E Van (1963, 997Cc): Exterior",1
07026188.wav,"Motor Van: On Gravel, fast approach, skid to stop, exterior, (Ford Anglia 105E, 1963 model, 997cc).",19,"Motor Van: On Gravel, fast approach, skid to stop, exterior, (Fo",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",12
07026187.wav,"Motor Van: On Gravel, approach and stop, exterior, (Ford Anglia 105E, 1963 model, 997cc).",28,"Motor Van: On Gravel, approach and stop, exterior, (Ford Anglia ",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",11
07026186.wav,"Motor Van: On Gravel, start and fast depart, exterior, (Ford Anglia 105E, 1963 model, 997cc).",24,"Motor Van: On Gravel, start and fast depart, exterior, (Ford Ang",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",10
07026185.wav,"Motor Van: On Gravel, start and depart, exterior, (Ford Anglia 105E, 1963 model, 997cc).",36,"Motor Van: On Gravel, start and depart, exterior, (Ford Anglia 1",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",9
07026184.wav,"Motor Van: On Gravel, start and pass, exterior, (Ford Anglia 105E, 1963 model, 997cc).",22,"Motor Van: On Gravel, start and pass, exterior, (Ford Anglia 105",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",8
07026183.wav,"Motor Van: On Gravel, manoeuvring, exterior, (Ford Anglia 105E, 1963 model, 997cc).",23,"Motor Van: On Gravel, manoeuvring, exterior, (Ford Anglia 105E, ",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",7
07026182.wav,"Motor Van: On Gravel, slow down, stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",40,"Motor Van: On Gravel, slow down, stop, interior, (Ford Anglia 10",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",6
07026181.wav,"Motor Van: On Gravel, fast depart, interior, (Ford Anglia 105E, 1963 model, 997cc).",67,"Motor Van: On Gravel, fast depart, interior, (Ford Anglia 105E, ",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",5
07026180.wav,"Motor Van: On Gravel, manoeuvring, interior, (Ford Anglia 105E, 1963 model, 997cc).",37,"Motor Van: On Gravel, manoeuvring, interior, (Ford Anglia 105E, ",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",4
07026179.wav,"Motor Van: On Gravel, start, run, ends with slide, switch off, door opens, driver exits, interior, (Ford Anglia 105E).",67,"Motor Van: On Gravel, start, run, ends with slide, switch off, d",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",3
07026178.wav,"Motor Van: Manoeuvring, interior, (Ford Anglia 105E, 1963 model, 997cc).",37,"Motor Van: Manoeuvring, interior, (Ford Anglia 105E, 1963 model,",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",2
07026177.wav,"Motor Van: Reverse, Fast Run Forward, slide to stop, switch off, interior, (Ford Anglia 105E, 1963 model, 997cc).",67,"Motor Van: Reverse, Fast Run Forward, slide to stop, switch off,",EC2M7,"Ford Anglia 105E Van (1963, 997Cc): Interior",1
07026176.wav,"Motor Van: Drive On Trunk Road, open windows, passing traffic, interior, (Ford Anglia 105E, 1963 model, 997cc).",461,"Motor Van: Drive On Trunk Road, open windows, passing traffic, i",EC2M6,"Ford Anglia 105E Van (1963, 997Cc): Interior",2
07026175.wav,"Motor Van: Start, Medium Speed drive, occasional gear changes, stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",410,"Motor Van: Start, Medium Speed drive, occasional gear changes, s",EC2M6,"Ford Anglia 105E Van (1963, 997Cc): Interior",1
07026174.wav,"Motor Van: Free-Wheeling down hill, accelerating and run to stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",114,"Motor Van: Free-Wheeling down hill, accelerating and run to stop",EC2M5,"Ford Anglia 105E Van (1963, 997Cc): Interior",6
07026173.wav,"Motor Van: Drive In London traffic with stops & starts, interior, (Ford Anglia 105E, 1963 model, 997cc).",295,"Motor Van: Drive In London traffic with stops & starts, interior",EC2M5,"Ford Anglia 105E Van (1963, 997Cc): Interior",5
07026172.wav,"Motor Van: Narrow Road Run in low gears, stop & switch off, interior, (Ford Anglia 105E, 1963 model, 997cc).",111,"Motor Van: Narrow Road Run in low gears, stop & switch off, inte",EC2M5,"Ford Anglia 105E Van (1963, 997Cc): Interior",4
07026171.wav,"Motor Van: Run Uphill with down gear changes, interior, (Ford Anglia 105E, 1963 model, 997cc).",89,"Motor Van: Run Uphill with down gear changes, interior, (Ford An",EC2M5,"Ford Anglia 105E Van (1963, 997Cc): Interior",3
07026170.wav,"Motor Van: Slow Down, stop, switch off, interior, (Ford Anglia 105E, 1963 model, 997cc).",24,"Motor Van: Slow Down, stop, switch off, interior, (Ford Anglia 1",EC2M5,"Ford Anglia 105E Van (1963, 997Cc): Interior",2
07026169.wav,"Motor Van: Motorway Run & pull into service station, interior, (Ford Anglia 105E, 1963 model, 997cc).",79,"Motor Van: Motorway Run & pull into service station, interior, (",EC2M5,"Ford Anglia 105E Van (1963, 997Cc): Interior",1
07026168.wav,"Motor Van: Fast Run in traffic, occasional stop & start, ends on motorway, interior, (Ford Anglia 105E, 1963 model, 997cc).",433,"Motor Van: Fast Run in traffic, occasional stop & start, ends on",EC2M4,"Ford Anglia 105E Van (1963, 997Cc): Interior",2
07026167.wav,"Motor Van: Fast Motorway Run, interior, (Ford Anglia 105E, 1963 model, 997cc).",398,"Motor Van: Fast Motorway Run, interior, (Ford Anglia 105E, 1963 ",EC2M4,"Ford Anglia 105E Van (1963, 997Cc): Interior",1
07026166.wav,"Motor Van: Run In First Gear on rough road, interior, (Ford Anglia 105E, 1963 model, 997cc).",57,"Motor Van: Run In First Gear on rough road, interior, (Ford Angl",EC2M3,"Ford Anglia 105E Van (1963, 997Cc): Interior-On Rough Road",6
07026165.wav,"Motor Van: Drive On Country Road with open windows, stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",111,"Motor Van: Drive On Country Road with open windows, stop, interi",EC2M3,"Ford Anglia 105E Van (1963, 997Cc): Interior-On Rough Road",5
07026164.wav,"Motor Van: Start & Tickover, interior, (Ford Anglia 105E, 1963 model, 997cc).",194,"Motor Van: Start & Tickover, interior, (Ford Anglia 105E, 1963 m",EC2M3,"Ford Anglia 105E Van (1963, 997Cc): Interior-On Rough Road",4
07026163.wav,"Motor Van: Start, Low Gear Run on rough road, stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",126,"Motor Van: Start, Low Gear Run on rough road, stop, interior, (F",EC2M3,"Ford Anglia 105E Van (1963, 997Cc): Interior-On Rough Road",3
07026162.wav,"Motor Van: Start, Slow Acceleration, constant run on rough road, stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",143,"Motor Van: Start, Slow Acceleration, constant run on rough road,",EC2M3,"Ford Anglia 105E Van (1963, 997Cc): Interior-On Rough Road",2
07026161.wav,"Motor Van: Start, Fast Depart, constant run on rough road, stop, interior, (Ford Anglia 105E, 1963 model, 997cc).",106,"Motor Van: Start, Fast Depart, constant run on rough road, stop,",EC2M3,"Ford Anglia 105E Van (1963, 997Cc): Interior-On Rough Road",1
07026160.wav,"Motor Van: Start & Revving, interior, (Ford Anglia 105E, 1963 model, 997cc).",53,"Motor Van: Start & Revving, interior, (Ford Anglia 105E, 1963 mo",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",12
07026159.wav,"Motor Van: False Starts, interior, (Ford Anglia 105E, 1963 model, 997cc).",13,"Motor Van: False Starts, interior, (Ford Anglia 105E, 1963 model",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",11
07026158.wav,"Motor Van: Window Wound Down, interior, (Ford Anglia 105E, 1963 model, 997cc).",8,"Motor Van: Window Wound Down, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",10
07026157.wav,"Motor Van: Window Wound Up, interior, (Ford Anglia 105E, 1963 model, 997cc).",7,"Motor Van: Window Wound Up, interior, (Ford Anglia 105E, 1963 mo",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",9
07026156.wav,"Motor Van: Door Opens, Driver Gets In, door closes, interior, (Ford Anglia 105E, 1963 model, 997cc).",11,"Motor Van: Door Opens, Driver Gets In, door closes, interior, (F",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",8
07026155.wav,"Motor Van: Door Opens, Driver Alights, door closes, interior, (Ford Anglia 105E, 1963 model, 997cc).",11,"Motor Van: Door Opens, Driver Alights, door closes, interior, (F",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",7
07026154.wav,"Motor Van: Rear Doors Closed, interior, (Ford Anglia 105E, 1963 model, 997cc).",12,"Motor Van: Rear Doors Closed, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",6
07026153.wav,"Motor Van: Rear Doors Opened, interior, (Ford Anglia 105E, 1963 model, 997cc).",9,"Motor Van: Rear Doors Opened, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",5
07026152.wav,"Motor Van: Front Door Closed, interior, (Ford Anglia 105E, 1963 model, 997cc).",6,"Motor Van: Front Door Closed, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",4
07026151.wav,"Motor Van: Front Door Opened, interior, (Ford Anglia 105E, 1963 model, 997cc).",6,"Motor Van: Front Door Opened, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",3
07026150.wav,"Motor Van: Front Door Closed, interior, (Ford Anglia 105E, 1963 model, 997cc).",7,"Motor Van: Front Door Closed, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",2
07026149.wav,"Motor Van: Front Door Opened, interior, (Ford Anglia 105E, 1963 model, 997cc).",6,"Motor Van: Front Door Opened, interior, (Ford Anglia 105E, 1963 ",EC2M2,"Ford Anglia 105E Van (1963, 997Cc): Interior",1
07026148.wav,"Motor Van: Seatbelt Unfastened, interior, (Ford Anglia 105E, 1963 model, 997cc).",9,"Motor Van: Seatbelt Unfastened, interior, (Ford Anglia 105E, 196",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",12
07026147.wav,"Motor Van: Seatbelt Fastened, interior, (Ford Anglia 105E, 1963 model, 997cc).",15,"Motor Van: Seatbelt Fastened, interior, (Ford Anglia 105E, 1963 ",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",11
07026146.wav,"Motor Van: Heater Controls, interior, (Ford Anglia 105E, 1963 model, 997cc).",12,"Motor Van: Heater Controls, interior, (Ford Anglia 105E, 1963 mo",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",10
07026145.wav,"Motor Van: Bonnet Release, interior, (Ford Anglia 105E, 1963 model, 997cc).",8,"Motor Van: Bonnet Release, interior, (Ford Anglia 105E, 1963 mod",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",9
07026144.wav,"Motor Van: Heater Fan, interior, (Ford Anglia 105E, 1963 model, 997cc).",17,"Motor Van: Heater Fan, interior, (Ford Anglia 105E, 1963 model, ",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",8
07026143.wav,"Motor Van: Head and side light switch, interior, (Ford Anglia 105E, 1963 model, 997cc).",8,"Motor Van: Head and side light switch, interior, (Ford Anglia 10",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",7
07026142.wav,"Motor Van: Handbrake, interior,  (Ford Anglia 105E, 1963 model, 997cc).",11,"Motor Van: Handbrake, interior,  (Ford Anglia 105E, 1963 model, ",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",6
07026141.wav,"Motor Van: Column Dip Switch, interior, (Ford Anglia 105E, 1963 model, 997cc).",6,"Motor Van: Column Dip Switch, interior, (Ford Anglia 105E, 1963 ",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",5
07026140.wav,"Motor Van: Direction Indicator, interior, (Ford Anglia 105E, 1963 model, 997cc).",11,"Motor Van: Direction Indicator, interior, (Ford Anglia 105E, 196",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",4
07026139.wav,"Motor Van: Windscreen Wipers, manual wash bottle, interior, (Ford Anglia 105E, 1963 model, 997cc).",31,"Motor Van: Windscreen Wipers, manual wash bottle, interior, (For",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",3
07026138.wav,"Motor Van: Windscreen Wipers, interior, (Ford Anglia 105E, 1963 model, 997cc). ",25,"Motor Van: Windscreen Wipers, interior, (Ford Anglia 105E, 1963 ",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",2
07026137.wav,"Motor Van: Horn, interior, (Ford Anglia 105E, 1963 model, 997cc).",13,"Motor Van: Horn, interior, (Ford Anglia 105E, 1963 model, 997cc)",EC2M1,"Ford Anglia 105E Van (1963, 997Cc): Interior",1
07026116.wav,China: Vegetable Picking.,129,China,EC6F10,China,5
07026115.wav,"China: Riverboat Hooters, from Shanghai street in evening.",212,China,EC6F10,China,4
07026114.wav,China: Fire Crackens.,32,China,EC6F10,China,3
07026113.wav,"China: Water Buffalo ploughing in water, encouragement from herder, occasional voices.",52,China,EC6F10,China,2
07026112.wav,China: Outdoor Market.,207,China,EC6F10,China,1
07026111.wav,"China: Shanghai Airport, interior, with tannoy and aeroplanes. ",114,China,EC6F9,China,4
07026110.wav,"China: Queue for takeaway in street, bicycle bells, chickens, voices, shuffling feet.",248,China,EC6F9,China,3
07026109.wav,"China: Birds by city lake, distant traffic.",187,China,EC6F9,China,2
07026108.wav,"China: Busy City Street, voices, footsteps, bicycle bells, occasional traffic.",147,China,EC6F9,China,1
07026107.wav,"France: Charcuterie, interior, refrigeration units audible.",259,"France: Charcuterie, interior, refrigeration units audible",EC6F8,France,3
07026106.wav,"France: Small Stationer's Shop, interior, footsteps and distant traffic.",112,"France: Small Stationer's Shop, interior, footsteps and distant ",EC6F8,France,2
07026105.wav,"France: Large Clothing Department Store, atmosphere.",409,"France: Large Clothing Department Store, atmosphere",EC6F8,France,1
07026104.wav,"Germany: Square atmosphere, tolling bell and churchgoers.",144,"Germany: Square atmosphere, tolling bell and churchgoers",EC6F7,Germany,4
07026103.wav,Germany: Restaurant atmosphere.,166,Germany: Restaurant atmosphere,EC6F7,Germany,3
07026102.wav,"Germany: Interior, large toy department, with electronic games.",242,"Germany: Interior, large toy department, with electronic games",EC6F7,Germany,2
07026101.wav,"Germany: Interior, small shop with electronic cash register.",151,"Germany: Interior, small shop with electronic cash register",EC6F7,Germany,1
07026100.wav,Belgium: Restaurant atmosphere. ,137,Belgium,EC6F6,Belgium,4
07026099.wav,"Belgium: Side Street atmosphere, predominantly diesel traffic.",240,Belgium,EC6F6,Belgium,3
07026098.wav,"Belgium: Cafe, interior, indistinct radio in background.",158,Belgium,EC6F6,Belgium,2
07026097.wav,"Belgium: Busy Post Office atmosphere, interior. ",199,Belgium,EC6F6,Belgium,1
07026096.wav,"France: Tour De France, actuality, amosphere at reception buffet, Soissons.",401,"France: Tour De France, actuality, amosphere at reception buffet",EC6F5,France: Tour De France,7
07026095.wav,"France: Tour De France, actuality, winners presentation, general atmosphere of crowd.",134,"France: Tour De France, actuality, winners presentation, general",EC6F5,France: Tour De France,6
07026094.wav,"France: Tour De France, actuality, winners presentation, cheers and applause into slow handclaps.",49,"France: Tour De France, actuality, winners presentation, cheers ",EC6F5,France: Tour De France,5
07026093.wav,"France: Tour De France, actuality, winners presentation, slight & applause, atmosphere.",12,"France: Tour De France, actuality, winners presentation, slight ",EC6F5,France: Tour De France,4
